Date,Open,High,Low,Close,Volume
10/27/2021,316.0,326.1,316.0,323.17,"52,588,688"
10/26/2021,311.0,312.4,308.6,310.11,"28,107,350"
10/25/2021,309.36,309.4,306.46,308.13,"17,554,471"
10/22/2021,310.4,311.09,307.8,309.16,"17,449,330"
10/21/2021,307.17,311.02,306.36,310.76,"16,918,100"
10/20/2021,309.21,309.7,306.11,307.41,"16,537,070"
10/19/2021,308.35,309.3,307.22,308.23,"17,682,141"
10/18/2021,303.57,308.21,302.69,307.29,"22,729,301"
10/15/2021,302.34,304.45,300.52,304.21,"25,384,801"
10/14/2021,299.21,303.27,297.83,302.75,"27,262,900"
10/13/2021,294.91,297.28,293.49,296.31,"23,424,029"
10/12/2021,295.34,295.44,292.35,292.88,"17,974,141"
10/11/2021,292.92,297.97,292.75,294.23,"19,298,631"
10/08/2021,296.22,296.64,293.76,294.85,"17,685,699"
10/07/2021,295.18,296.64,293.92,294.85,"20,430,471"
10/06/2021,285.78,293.63,285.51,293.11,"28,002,561"
10/05/2021,284.05,290.4,284.05,288.76,"24,993,020"
10/04/2021,287.4,287.75,280.25,283.11,"31,350,750"
10/01/2021,282.12,289.98,281.29,289.1,"30,086,279"
09/30/2021,285.71,287.83,281.62,281.92,"32,343,641"
09/29/2021,285.1,286.77,283.01,284.0,"26,353,699"
09/28/2021,289.8,290.78,282.75,283.52,"43,186,238"
09/27/2021,296.14,296.47,292.94,294.17,"23,571,740"
09/24/2021,298.23,299.8,296.93,299.35,"14,998,980"
09/23/2021,298.85,300.9,297.53,299.56,"18,604,600"
09/22/2021,296.73,300.22,294.51,298.58,"26,626,340"
09/21/2021,295.69,297.54,294.07,294.8,"22,364,100"
09/20/2021,296.33,298.72,289.52,294.3,"38,278,660"
09/17/2021,304.17,304.5,299.53,299.87,"41,372,461"
09/16/2021,303.76,305.31,300.76,305.22,"19,550,820"
09/15/2021,303.26,305.32,301.82,304.82,"28,356,301"
09/14/2021,299.56,301.39,298.1,299.79,"21,853,430"
09/13/2021,297.55,298.54,294.08,296.99,"23,652,949"
09/10/2021,298.42,299.92,295.38,295.71,"19,633,359"
09/09/2021,300.82,302.14,297.0,297.25,"19,927,000"
09/08/2021,299.78,300.61,297.47,300.21,"15,046,820"
09/07/2021,301.01,301.09,298.2,300.18,"17,184,080"
09/03/2021,300.99,302.6,300.26,301.14,"14,751,610"
09/02/2021,302.2,303.36,300.18,301.15,"16,290,550"
09/01/2021,302.87,305.19,301.49,301.83,"18,983,830"
08/31/2021,304.42,304.5,301.5,301.88,"26,285,340"
08/30/2021,301.12,304.22,301.06,303.59,"16,348,070"
08/27/2021,298.99,300.87,296.83,299.72,"22,605,730"
08/26/2021,300.99,302.43,298.95,299.09,"17,666,080"
08/25/2021,304.3,304.59,300.42,302.01,"20,006,061"
08/24/2021,305.02,305.65,302.0,302.62,"18,175,770"
08/23/2021,303.25,305.4,301.85,304.65,"22,830,160"
08/20/2021,299.72,305.84,298.06,304.36,"40,817,648"
08/19/2021,288.69,297.47,288.64,296.77,"29,850,461"
08/18/2021,292.04,294.82,290.27,290.73,"21,812,990"
08/17/2021,292.39,293.43,291.08,293.08,"20,075,250"
08/16/2021,293.19,294.82,290.02,294.6,"22,516,029"
08/13/2021,289.48,292.9,289.3,292.85,"18,249,051"
08/12/2021,286.63,289.97,286.34,289.81,"14,570,390"
08/11/2021,287.21,288.66,285.86,286.95,"13,955,930"
08/10/2021,288.8,289.25,285.2,286.44,"18,616,580"
08/09/2021,289.75,291.55,287.81,288.33,"16,117,630"
08/06/2021,288.51,289.5,287.62,289.46,"16,589,340"
08/05/2021,286.88,289.63,286.1,289.52,"13,900,170"
08/04/2021,286.22,287.59,284.65,286.51,"16,191,300"
08/03/2021,285.42,287.23,284.0,287.12,"17,879,051"
08/02/2021,286.36,286.78,283.74,284.82,"16,267,360"
07/30/2021,285.17,286.66,283.91,284.91,"20,944,850"
07/29/2021,286.24,288.62,286.08,286.5,"18,168,289"
07/28/2021,288.99,290.15,283.83,286.22,"33,566,848"
07/27/2021,289.43,289.58,282.95,286.54,"33,604,070"
07/26/2021,289.0,289.69,286.64,289.05,"23,176,070"
07/23/2021,287.37,289.99,286.5,289.67,"22,768,070"
07/22/2021,283.84,286.42,283.42,286.14,"23,384,061"
07/21/2021,278.91,281.52,277.29,281.4,"24,364,320"
07/20/2021,278.03,280.97,276.26,279.32,"26,259,740"
07/19/2021,278.93,280.37,274.45,277.01,"32,935,629"
07/16/2021,282.07,284.1,279.46,280.75,"26,186,850"
07/15/2021,282.0,282.51,279.83,281.03,"22,604,230"
07/14/2021,282.35,283.66,280.55,282.51,"23,113,660"
07/13/2021,277.52,282.85,277.39,280.98,"26,120,131"
07/12/2021,279.16,279.77,276.58,277.32,"18,931,699"
